2427000,359.0
2687000,12.0
1779000,455.0
1291000,70.0
975000,25.0
1979000,48.0
2287000,661.0
1699000,365.0
2407000,658.0
1055000,16.0
1611000,6.0
2307000,98.0
1411000,170.0
2099000,1.0
2111000,684.0
2227000,20.0
1659000,254.0
2607000,80.0
2467000,455.0
2827000,72.0
509000,1.0
2247000,545.0
2447000,538.0
2547000,566.0
1015000,25.0
2647000,35.0
2727000,3.0
1331000,125.0
2587000,556.0
1819000,403.0
2387000,259.0
2047000,35.0
2231000,312.0
2007000,11.0
1967000,2.0
2059000,5.0
1951000,361.0
2187000,6.0
2267000,49.0
1751000,3.0
1739000,441.0
2327000,729.0
2071000,697.0
1371000,165.0
1095000,6.0
1619000,145.0
1531000,51.0
1211000,5.0
2271000,187.0
2487000,398.0
1491000,95.0
2351000,44.0
2947000,3.0
1651000,1.0
1251000,26.0
2787000,133.0
1939000,107.0
1899000,198.0
2527000,263.0
895000,6.0
2031000,631.0
2627000,501.0
2191000,460.0
2127000,162.0
2391000,17.0
1859000,305.0
3036000,1.0
2707000,314.0
2347000,169.0
1831000,50.0
2431000,5.0
2667000,415.0
2907000,12.0
2367000,728.0
2311000,98.0
2867000,33.0
1451000,141.0
2207000,407.0
2019000,18.0
2471000,1.0
1571000,20.0
1499000,4.0
1539000,21.0
2151000,596.0
2147000,1.0
2507000,529.0
1911000,223.0
2747000,215.0
1991000,508.0
1579000,65.0
1135000,1.0
2087000,83.0
2567000,155.0
2167000,273.0
935000,16.0
1871000,117.0
1791000,16.0
